error_id	type	error_length	suggestion	is_correct	10_gram_is_suggested	10_gram_score	1_gram_is_suggested	1_gram_score	3_gram_is_suggested	3_gram_score	5_gram_is_suggested	5_gram_score	expected
fold9_15_ID2900.txt_15_35_35_Party's	orth: 26 missing or incorrect use of apostrophes	7	-Partys	0	1	-18309.9	-1	-11.654	-1	-2.95722	-1	-4.47781	Partys
fold9_15_ID2900.txt_15_35_35_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party '	0	-1	-18309.9	1	-11.654	1	-7.49876	1	-10.684	Partys
fold9_15_ID2900.txt_15_35_35_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party DVDs	0	-1	-18309.9	1	-11.9194	1	-7.76787	-1	-4.47781	Partys
fold9_15_ID2900.txt_15_35_35_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys verteilt	0	-1	-18309.9	1	-11.9436	-1	-2.95722	-1	-4.47781	Partys
fold9_15_ID2900.txt_15_35_35_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party Handys	0	-1	-18309.9	1	-11.9758	1	-7.78166	1	-10.9635	Partys
fold9_15_ID2900.txt_15_35_35_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party Partys	0	-1	-18309.9	1	-11.9915	-1	-2.95722	-1	-4.47781	Partys
fold9_15_ID2900.txt_15_35_35_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys '	0	-1	-18309.9	1	-11.9961	-1	-2.95722	-1	-4.47781	Partys
fold9_15_ID2900.txt_15_35_35_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys	1	-1	-18309.9	-1	-11.654	1	-2.95722	1	-4.47781	Partys
fold9_15_ID2900.txt_15_35_35_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party ' s	0	-1	-18309.9	-1	-11.654	1	-7.23655	1	-10.4736	Partys
fold9_15_ID2900.txt_15_35_35_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys ' s	0	-1	-18309.9	-1	-11.654	1	-7.61462	1	-10.8871	Partys
fold9_15_ID2900.txt_15_35_35_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys Freunden	0	-1	-18309.9	-1	-11.654	-1	-2.95722	1	-10.8143	Partys
fold9_749_ID2876.txt_31_291_290_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	Hobbys	1	1	-17008.0	-1	-2517.42	1	-3107.62	1	-3110.58	Hobbys
fold9_749_ID2876.txt_31_291_290_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	Hobby '	0	-1	-17008.0	1	-2517.42	1	-2512.42	1	-2517.15	Hobbys
fold9_749_ID2876.txt_31_291_290_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	Hobbys '	0	-1	-17008.0	1	-2517.52	-1	-2512.18	-1	-2516.97	Hobbys
fold9_749_ID2876.txt_31_291_290_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	' Hobbys	0	-1	-17008.0	1	-2517.71	1	-2512.52	1	-2517.38	Hobbys
fold9_749_ID2876.txt_31_291_290_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	Reich-Ranickis Hobbys	0	-1	-17008.0	1	-2517.72	-1	-2512.18	-1	-2516.97	Hobbys
fold9_749_ID2876.txt_31_291_290_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	DVDs Hobbys	0	-1	-17008.0	1	-2517.72	-1	-2512.18	-1	-2516.97	Hobbys
fold9_749_ID2876.txt_31_291_290_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	PCs Hobbys	0	-1	-17008.0	1	-2517.72	-1	-2512.18	-1	-2516.97	Hobbys
fold9_749_ID2876.txt_31_291_290_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	Hobby ' s	0	-1	-17008.0	-1	-2517.42	1	-2512.18	1	-2516.97	Hobbys
fold9_749_ID2876.txt_31_291_290_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	' s Hobbys	0	-1	-17008.0	-1	-2517.42	1	-2512.48	1	-2517.37	Hobbys
fold9_749_ID2876.txt_31_291_290_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	Umschreibungen Hobbys	0	-1	-17008.0	-1	-2517.42	1	-2512.59	-1	-2516.97	Hobbys
fold9_749_ID2876.txt_31_291_290_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	Hobby Enzensbergers	0	-1	-17008.0	-1	-2517.42	-1	-2512.18	1	-2517.48	Hobbys
fold9_763_ID2876.txt_45_64_64_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	Hobbys	1	1	-22307.4	-1	-4.63446	1	-2605.76	1	-2608.82	Hobbys
fold9_763_ID2876.txt_45_64_64_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	er Hobbys	0	1	-6403.53	-1	-4.63446	-1	-2.85215	-1	-4.02598	Hobbys
fold9_763_ID2876.txt_45_64_64_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	-Hobbys	0	1	-6403.57	-1	-4.63446	-1	-2.85215	-1	-4.02598	Hobbys
fold9_763_ID2876.txt_45_64_64_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	en Hobbys	0	1	-6403.57	-1	-4.63446	-1	-2.85215	-1	-4.02598	Hobbys
fold9_763_ID2876.txt_45_64_64_Hobby's	orth: 26 missing or incorrect use of apostrophes	7	Hobbys '	0	-1	-6403.53	1	-4.63446	-1	-2.85215	-1	-4.02598	Hobbys
