error_id	type	error_length	suggestion	is_correct	5_gram_is_suggested	5_gram_score	5_gram_rank	3_gram_is_suggested	3_gram_score	3_gram_rank	1_gram_is_suggested	1_gram_score	1_gram_rank	10_gram_is_suggested	10_gram_score	10_gram_rank	spellcheker_suggested	spellcheker_score	spellcheker_rank
fold0_4261_ID2350.txt_11_74_74_herraus	orth: 17 insertions: other cases	7	heraus	1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-6504.28	0	1	1	0
fold0_4261_ID2350.txt_11_74_74_herraus	orth: 17 insertions: other cases	7	her-raus	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	2
fold0_4261_ID2350.txt_11_74_74_herraus	orth: 17 insertions: other cases	7	her raus	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	1
fold0_4261_ID2350.txt_11_74_74_herraus	orth: 17 insertions: other cases	7	herausfinden	0	1	-104.625	2	1	-105.029	2	1	-102.525	3	0	0.0	-1	0	-100	-1
fold1_189_ID1012.txt_52_90_91_um so	orth: 07 sep instead of tog: other cases	5	so	0	0	0.0	-1	0	0.0	-1	1	-8.28986	5	0	0.0	-1	0	-100	-1
fold1_189_ID1012.txt_52_90_91_um so	orth: 07 sep instead of tog: other cases	5	von so	0	0	0.0	-1	1	-7.26718	14	1	-8.40234	10	0	0.0	-1	0	-100	-1
fold1_189_ID1012.txt_52_90_91_um so	orth: 07 sep instead of tog: other cases	5	bei so	0	0	0.0	-1	1	-7.25508	13	1	-8.36766	9	0	0.0	-1	0	-100	-1
fold1_189_ID1012.txt_52_90_91_um so	orth: 07 sep instead of tog: other cases	5	um so sich	0	1	-12.2258	15	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold1_189_ID1012.txt_52_90_91_um so	orth: 07 sep instead of tog: other cases	5	für so	0	1	-12.2068	13	1	-7.17333	11	1	-8.30538	7	0	0.0	-1	0	-100	-1
fold1_189_ID1012.txt_52_90_91_um so	orth: 07 sep instead of tog: other cases	5	um so eine	0	1	-12.129	12	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold1_189_ID1012.txt_52_90_91_um so	orth: 07 sep instead of tog: other cases	5	Um so	0	1	-12.1226	11	1	-7.18145	12	1	-8.30275	6	0	0.0	-1	0	-100	-1
fold1_189_ID1012.txt_52_90_91_um so	orth: 07 sep instead of tog: other cases	5	umso so	0	1	-11.9732	7	1	-7.17252	10	1	-8.0902	3	0	0.0	-1	0	-100	-1
