error_id	type	error_length	suggestion	is_correct	5_gram_is_suggested	5_gram_score	5_gram_rank	3_gram_is_suggested	3_gram_score	3_gram_rank	1_gram_is_suggested	1_gram_score	1_gram_rank	10_gram_is_suggested	10_gram_score	10_gram_rank	spellcheker_suggested	spellcheker_score	spellcheker_rank
fold6_4648_ID2821.txt_13_155_153_Jugentlichen	orth: 22 transpositions: of consonants: Fortis/Lenis	12	Jugendlichen	1	1	-115.974	0	1	-114.941	0	1	-111.083	0	1	-14307.5	0	1	1	0
fold3_3670_ID2107.txt_3_35_35_weißt	orth: 23 transpositions: of consonants: other cases	5	weist	1	0	0.0	-1	1	-2911.63	0	1	-2904.18	0	0	0.0	-1	0	-100	-1
fold3_4684_ID1294.txt_2_45_45_bzw	orth: 27 abbreviations	3	em bzw	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-7507.25	22	0	-100	-1
fold3_4684_ID1294.txt_2_45_45_bzw	orth: 27 abbreviations	3	- bzw	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-7507.18	18	0	-100	-1
fold3_4684_ID1294.txt_2_45_45_bzw	orth: 27 abbreviations	3	- bzw.	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-7507.15	17	0	-100	-1
fold3_4684_ID1294.txt_2_45_45_bzw	orth: 27 abbreviations	3	er bzw.	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-7507.11	14	0	-100	-1
fold3_4684_ID1294.txt_2_45_45_bzw	orth: 27 abbreviations	3	er bzw	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-7506.91	11	0	-100	-1
fold3_4684_ID1294.txt_2_45_45_bzw	orth: 27 abbreviations	3	bzw. die	0	1	-7.79013	4	1	-6.13459	3	0	0.0	-1	0	0.0	-1	0	-100	-1
fold3_4684_ID1294.txt_2_45_45_bzw	orth: 27 abbreviations	3	bzw.	1	1	-6.10344	0	1	-4.89437	0	1	-1.85807	0	1	-7506.9	9	1	1	0
fold9_3562_ID2956.txt_19_13_13_das	orth: 11 omissions: of double consonants	3	en das	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-12206.1	29	0	-100	-1
fold9_3562_ID2956.txt_19_13_13_das	orth: 11 omissions: of double consonants	3	will man dass	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-12206.0	27	0	-100	-1
fold9_3562_ID2956.txt_19_13_13_das	orth: 11 omissions: of double consonants	3	er dass	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-12206.0	20	0	-100	-1
fold9_3562_ID2956.txt_19_13_13_das	orth: 11 omissions: of double consonants	3	will man das	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-12205.9	15	0	-100	-1
fold9_3562_ID2956.txt_19_13_13_das	orth: 11 omissions: of double consonants	3	er das	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-12205.8	3	0	-100	-1
fold9_3562_ID2956.txt_19_13_13_das	orth: 11 omissions: of double consonants	3	der	0	0	0.0	-1	1	-4.45085	7	1	-7.09378	7	0	0.0	-1	0	-100	-1
fold9_3562_ID2956.txt_19_13_13_das	orth: 11 omissions: of double consonants	3	das zu	0	1	-6.1774	7	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold9_3562_ID2956.txt_19_13_13_das	orth: 11 omissions: of double consonants	3	den	0	1	-6.10004	6	1	-4.38119	6	1	-6.95678	6	0	0.0	-1	0	-100	-1
fold9_3562_ID2956.txt_19_13_13_das	orth: 11 omissions: of double consonants	3	Das	0	1	-6.0055	5	1	-4.28929	5	1	-6.92444	5	0	0.0	-1	0	-100	-1
fold9_3562_ID2956.txt_19_13_13_das	orth: 11 omissions: of double consonants	3	die	0	1	-5.95431	4	1	-4.24919	4	1	-6.87447	4	0	0.0	-1	0	-100	-1
fold9_3562_ID2956.txt_19_13_13_das	orth: 11 omissions: of double consonants	3	dem	0	1	-5.80098	3	1	-4.1136	3	1	-6.65332	3	0	0.0	-1	0	-100	-1
fold9_3562_ID2956.txt_19_13_13_das	orth: 11 omissions: of double consonants	3	dass	1	1	-5.51966	2	1	-3.89653	2	1	-6.47132	2	1	-12205.9	18	0	-100	-1
fold9_260_ID2030.txt_17_52_52_ihnen	corr: case	5	en ihnen	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-11005.2	82	0	-100	-1
fold9_260_ID2030.txt_17_52_52_ihnen	corr: case	5	r ihnen	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-11005.2	81	0	-100	-1
fold9_260_ID2030.txt_17_52_52_ihnen	corr: case	5	ch ihnen	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-11005.1	77	0	-100	-1
fold9_260_ID2030.txt_17_52_52_ihnen	corr: case	5	rch ihnen	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-11005.1	73	0	-100	-1
fold9_260_ID2030.txt_17_52_52_ihnen	corr: case	5	will man ihnen	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-11005.0	57	0	-100	-1
fold9_260_ID2030.txt_17_52_52_ihnen	corr: case	5	er ihnen	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-11004.9	32	0	-100	-1
fold9_260_ID2030.txt_17_52_52_ihnen	corr: case	5	Ihnen	0	1	-5.18078	5	1	-3.54098	5	1	-5.92789	5	0	0.0	-1	0	-100	-1
