error_id	type	error_length	suggestion	is_correct	5_gram_is_suggested	5_gram_score	5_gram_rank	3_gram_is_suggested	3_gram_score	3_gram_rank	1_gram_is_suggested	1_gram_score	1_gram_rank	10_gram_is_suggested	10_gram_score	10_gram_rank	spellcheker_suggested	spellcheker_score	spellcheker_rank
fold8_22_ID2667.txt_22_53_54_wie	corr: incorrect_adjunctor	3	wie während	0	0	0.0	-1	1	-11.4935	11	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_22_ID2667.txt_22_53_54_wie	corr: incorrect_adjunctor	3	hat wie	0	0	0.0	-1	1	-11.4888	10	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_22_ID2667.txt_22_53_54_wie	corr: incorrect_adjunctor	3	Schön-wie-damals	0	1	-12.1623	10	1	-11.4797	9	1	-7.2232	8	0	0.0	-1	0	-100	-1
fold8_22_ID2667.txt_22_53_54_wie	corr: incorrect_adjunctor	3	inwieweit	0	1	-12.158	9	0	0.0	-1	1	-7.22472	9	0	0.0	-1	0	-100	-1
fold8_22_ID2667.txt_22_53_54_wie	corr: incorrect_adjunctor	3	so wie	0	1	-12.152	8	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_22_ID2667.txt_22_53_54_wie	corr: incorrect_adjunctor	3	Wie	0	1	-11.8521	6	1	-11.3919	7	1	-6.99725	6	0	0.0	-1	0	-100	-1
fold8_22_ID2667.txt_22_53_54_wie	corr: incorrect_adjunctor	3	sowie	0	1	-11.6702	5	1	-11.2033	5	1	-8.46307	20	0	0.0	-1	0	-100	-1
fold8_22_ID2667.txt_22_53_54_wie	corr: incorrect_adjunctor	3	als	1	1	-11.5029	3	1	-11.1926	3	1	-6.79489	3	0	0.0	-1	0	-100	-1
fold1_2002_ID2362.txt_61_34_34_Jugen	orth: 14 omissions: of one grapheme	5	Junge	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-11207.2	82	0	-100	-1
fold1_2002_ID2362.txt_61_34_34_Jugen	orth: 14 omissions: of one grapheme	5	Ju gen	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-11207.2	81	0	-100	-1
fold1_2002_ID2362.txt_61_34_34_Jugen	orth: 14 omissions: of one grapheme	5	Jugendkriminalität	0	1	-9.09858	3	1	-5.26752	3	1	-6.15767	3	0	0.0	-1	0	-100	-1
fold1_2002_ID2362.txt_61_34_34_Jugen	orth: 14 omissions: of one grapheme	5	Juden	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	4
fold1_2002_ID2362.txt_61_34_34_Jugen	orth: 14 omissions: of one grapheme	5	Jagen	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	3
fold1_2002_ID2362.txt_61_34_34_Jugen	orth: 14 omissions: of one grapheme	5	Jugend	1	1	-8.29031	0	1	-4.43398	0	1	-5.08575	0	0	0.0	-1	1	1	1
fold1_2002_ID2362.txt_61_34_34_Jugen	orth: 14 omissions: of one grapheme	5	Jungen	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	0
fold2_356_ID1734.txt_17_28_28_Leiden	orth: 03 cap instead of lcp	6	Leide	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-2800.63	65	0	-100	-1
fold2_356_ID1734.txt_17_28_28_Leiden	orth: 03 cap instead of lcp	6	leiden	1	1	-3.67887	2	1	-4.04785	2	1	-8.0	0	0	0.0	-1	0	-100	-1
fold4_2752_ID1113.txt_25_35_35_das	orth: 11 omissions: of double consonants	3	en das	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-12611.2	31	0	-100	-1
fold4_2752_ID1113.txt_25_35_35_das	orth: 11 omissions: of double consonants	3	- dass	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-12611.0	27	0	-100	-1
fold4_2752_ID1113.txt_25_35_35_das	orth: 11 omissions: of double consonants	3	er dass	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-12611.0	26	0	-100	-1
fold4_2752_ID1113.txt_25_35_35_das	orth: 11 omissions: of double consonants	3	- das	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-12610.8	17	0	-100	-1
fold4_2752_ID1113.txt_25_35_35_das	orth: 11 omissions: of double consonants	3	er das	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-12610.7	15	0	-100	-1
fold4_2752_ID1113.txt_25_35_35_das	orth: 11 omissions: of double consonants	3	des	0	1	-6.35987	7	1	-7.83377	7	1	-2.68169	7	0	0.0	-1	0	-100	-1
fold4_2752_ID1113.txt_25_35_35_das	orth: 11 omissions: of double consonants	3	den	0	1	-6.33308	6	1	-7.81427	6	1	-2.67738	6	0	0.0	-1	0	-100	-1
fold4_2752_ID1113.txt_25_35_35_das	orth: 11 omissions: of double consonants	3	Das	0	1	-6.13607	5	1	-7.62526	5	1	-2.56347	5	0	0.0	-1	0	-100	-1
fold4_2752_ID1113.txt_25_35_35_das	orth: 11 omissions: of double consonants	3	die	0	1	-6.02691	4	1	-7.55405	4	1	-2.55528	4	0	0.0	-1	0	-100	-1
fold4_2752_ID1113.txt_25_35_35_das	orth: 11 omissions: of double consonants	3	dem	0	1	-6.01741	3	1	-7.52683	3	1	-2.53178	3	0	0.0	-1	0	-100	-1
fold4_2752_ID1113.txt_25_35_35_das	orth: 11 omissions: of double consonants	3	dass	1	1	-5.40869	2	1	-6.99221	2	1	-2.37131	2	1	-12610.7	13	0	-100	-1
fold5_604_ID1823.txt_3_0_0_Enzenberger	orth: 28 Eigennamen	11	freudiges	0	1	-2106.43	4	1	-2104.81	4	0	0.0	-1	0	0.0	-1	0	-100	-1
fold5_604_ID1823.txt_3_0_0_Enzenberger	orth: 28 Eigennamen	11	Betzenberg	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	5	4
fold5_604_ID1823.txt_3_0_0_Enzenberger	orth: 28 Eigennamen	11	Nienberger	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	3	3
fold5_604_ID1823.txt_3_0_0_Enzenberger	orth: 28 Eigennamen	11	Münzenberg	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	4	2
fold5_604_ID1823.txt_3_0_0_Enzenberger	orth: 28 Eigennamen	11	Babenberger	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	3	1
fold5_604_ID1823.txt_3_0_0_Enzenberger	orth: 28 Eigennamen	11	Enzensberger	1	1	-2104.68	0	1	-2103.21	0	0	0.0	-1	1	-11608.3	0	1	1	0
fold1_3720_ID1975.txt_15_111_111_Erfahrungen sammeln	orth: 06 sep instead of tog: compounds	19	sammeln Erfahrungen	0	0	0.0	-1	0	0.0	-1	1	-7.70089	8	0	0.0	-1	0	-100	-1
fold1_3720_ID1975.txt_15_111_111_Erfahrungen sammeln	orth: 06 sep instead of tog: compounds	19	Erfahrungensammeln sammeln	0	1	-10.7811	8	1	-6.48433	8	1	-7.48982	5	0	0.0	-1	0	-100	-1
fold1_3720_ID1975.txt_15_111_111_Erfahrungen sammeln	orth: 06 sep instead of tog: compounds	19	Erfahrungen Erfahrungensammeln	0	1	-10.7472	7	1	-6.34762	7	1	-7.51887	6	0	0.0	-1	0	-100	-1
fold1_3720_ID1975.txt_15_111_111_Erfahrungen sammeln	orth: 06 sep instead of tog: compounds	19	Erfahrungen Erfahrungsammeln	0	1	-10.7248	6	1	-6.34413	6	1	-7.48899	4	0	0.0	-1	0	-100	-1
fold1_3720_ID1975.txt_15_111_111_Erfahrungen sammeln	orth: 06 sep instead of tog: compounds	19	erfahrungen sammeln	0	1	-10.5324	5	1	-6.26505	5	1	-7.15238	3	0	0.0	-1	0	-100	-1
fold1_3720_ID1975.txt_15_111_111_Erfahrungen sammeln	orth: 06 sep instead of tog: compounds	19	Erfahrungen Sammeln	0	1	-10.4065	4	1	-5.99076	4	1	-7.07189	2	0	0.0	-1	0	-100	-1
fold1_3720_ID1975.txt_15_111_111_Erfahrungen sammeln	orth: 06 sep instead of tog: compounds	19	Erfahrungensammeln	1	1	-9.84168	3	1	-5.68517	3	0	0.0	-1	0	0.0	-1	0	-100	-1
fold9_3835_ID2217.txt_2_67_67_Unsouverän	orth: 03 cap instead of lcp	10	unsouverän	1	1	-3.64865	0	1	-2.15319	0	1	-3.78368	0	0	0.0	-1	0	-100	-1
fold6_3898_ID1462.txt_10_70_70_ersteinmal	orth: 09 tog instead of sep: other cases	10	erst	0	1	-8.90928	2	1	-8.11808	2	0	0.0	-1	0	0.0	-1	0	-100	-1
fold6_3898_ID1462.txt_10_70_70_ersteinmal	orth: 09 tog instead of sep: other cases	10	dermaleinst	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	7	4
fold6_3898_ID1462.txt_10_70_70_ersteinmal	orth: 09 tog instead of sep: other cases	10	-ersteinmal	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	3
fold6_3898_ID1462.txt_10_70_70_ersteinmal	orth: 09 tog instead of sep: other cases	10	Ersteinmal	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	2
fold6_3898_ID1462.txt_10_70_70_ersteinmal	orth: 09 tog instead of sep: other cases	10	erst-einmal	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	1
fold6_3898_ID1462.txt_10_70_70_ersteinmal	orth: 09 tog instead of sep: other cases	10	erst einmal	1	1	-8.6966	0	1	-7.96058	0	0	0.0	-1	0	0.0	-1	1	1	0
fold5_4496_ID2825.txt_22_113_113_seinen	corr: number	6	seine	0	1	-6.97075	5	1	-5.57407	4	0	0.0	-1	0	0.0	-1	0	-100	-1
fold5_4496_ID2825.txt_22_113_113_seinen	corr: number	6	seinem	0	1	-6.81494	4	1	-5.39868	3	1	-24.0	2	0	0.0	-1	0	-100	-1
fold5_4496_ID2825.txt_22_113_113_seinen	corr: number	6	ihren	1	1	-6.746	3	1	-5.27786	2	1	-24.0	4	0	0.0	-1	0	-100	-1
fold8_2814_ID1603.txt_14_77_78_mit macht	orth: 06 sep instead of tog: compounds	9	mit mitmacht	0	0	0.0	-1	0	0.0	-1	1	-2.92281	12	0	0.0	-1	0	-100	-1
fold8_2814_ID1603.txt_14_77_78_mit macht	orth: 06 sep instead of tog: compounds	9	mitmacht macht	0	0	0.0	-1	1	-5.76907	14	1	-2.83238	7	0	0.0	-1	0	-100	-1
