error_id	type	error_length	suggestion	is_correct	10_gram_is_suggested	10_gram_score	1_gram_is_suggested	1_gram_score	3_gram_is_suggested	3_gram_score	5_gram_is_suggested	5_gram_score	expected	spellcheker_suggested	spellcheker_score
fold3_4486_ID1404.txt_52_38_37_feiern	orth: 02 lcp instead of cap: other cases	6	saufen	0	0	0.0	-1	-1.81756	-1	-105.487	1	-108.86	0	0
fold3_4486_ID1404.txt_52_38_37_feiern	orth: 02 lcp instead of cap: other cases	6	feiern saufen	0	0	0.0	-1	-1.81756	1	-106.843	1	-108.849	0	0
fold3_4486_ID1404.txt_52_38_37_feiern	orth: 02 lcp instead of cap: other cases	6	feiern und	0	0	0.0	-1	-1.81756	1	-106.813	-1	-107.977	0	0
fold3_4486_ID1404.txt_52_38_37_feiern	orth: 02 lcp instead of cap: other cases	6	durchzufeiern	0	0	0.0	1	-102.625	1	-106.484	-1	-107.977	0	0
fold3_4486_ID1404.txt_52_38_37_feiern	orth: 02 lcp instead of cap: other cases	6	vögeln Feiern	0	0	0.0	1	-102.623	-1	-105.487	-1	-107.977	0	0
fold3_4486_ID1404.txt_52_38_37_feiern	orth: 02 lcp instead of cap: other cases	6	Feiern vögeln	0	0	0.0	1	-102.574	-1	-105.487	-1	-107.977	0	0
fold3_4486_ID1404.txt_52_38_37_feiern	orth: 02 lcp instead of cap: other cases	6	vögeln feiern	0	0	0.0	1	-102.57	-1	-105.487	1	-108.873	0	0
fold3_4486_ID1404.txt_52_38_37_feiern	orth: 02 lcp instead of cap: other cases	6	Feiern	1	0	0.0	1	-1.81756	1	-105.487	1	-107.977	0	0
fold7_281_ID2883.txt_74_0_0_Das	orth: 11 omissions: of double consonants	3	Dass	1	0	0.0	1	-101.397	1	-102.143	1	-102.291	0	0
fold7_281_ID2883.txt_74_0_0_Das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-101.643	1	-102.477	1	-102.704	0	0
fold7_281_ID2883.txt_74_0_0_Das	orth: 11 omissions: of double consonants	3	paktiziert das	0	0	0.0	1	-101.69	-1	-102.143	-1	-102.291	0	0
fold7_281_ID2883.txt_74_0_0_Das	orth: 11 omissions: of double consonants	3	paktiziert Das	0	0	0.0	1	-101.693	-1	-102.143	-1	-102.291	0	0
fold7_281_ID2883.txt_74_0_0_Das	orth: 11 omissions: of double consonants	3	paktiziert Dass	0	0	0.0	1	-101.71	-1	-102.143	-1	-102.291	0	0
fold7_281_ID2883.txt_74_0_0_Das	orth: 11 omissions: of double consonants	3	das	0	0	0.0	-1	-101.397	1	-102.54	1	-102.723	0	0
fold7_281_ID2883.txt_74_0_0_Das	orth: 11 omissions: of double consonants	3	Dasselbe	0	0	0.0	-1	-101.397	1	-102.604	1	-102.866	0	0
fold7_281_ID2883.txt_74_0_0_Das	orth: 11 omissions: of double consonants	3	Das paktiziert	0	0	0.0	-1	-101.397	1	-103.319	1	-103.815	0	0
fold7_923_ID1284.txt_17_40_40_sie	corr: number	3	sie sich	0	-1	-12804.5	-1	-2.95208	1	-4.54492	1	-4.80999	0	0
fold7_923_ID1284.txt_17_40_40_sie	corr: number	3	diese	0	-1	-12804.5	1	-3.09979	-1	-4.38263	-1	-4.61218	0	0
fold7_923_ID1284.txt_17_40_40_sie	corr: number	3	ihn	0	-1	-12804.5	1	-3.08378	1	-4.56002	1	-4.85365	0	0
fold7_923_ID1284.txt_17_40_40_sie	corr: number	3	es	0	-1	-12804.5	1	-3.07929	1	-4.57413	1	-4.85045	0	0
fold7_923_ID1284.txt_17_40_40_sie	corr: number	3	er	1	-1	-12804.5	1	-2.97197	1	-4.41349	1	-4.65831	0	0
fold7_923_ID1284.txt_17_40_40_sie	corr: number	3	Sie	0	-1	-12804.5	1	-2.95208	1	-4.38263	1	-4.61218	0	0
fold7_923_ID1284.txt_17_40_40_sie	corr: number	3	sei	0	1	-12804.5	-1	-2.95208	-1	-4.38263	-1	-4.61218	0	0
fold3_3022_ID1162.txt_41_133_134_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	1	-6.23949	1	-14.7556	1	-19.6002	0	0
fold3_3022_ID1162.txt_41_133_134_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-6.20838	1	-14.6347	1	-19.4309	0	0
fold3_3022_ID1162.txt_41_133_134_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-6.19405	1	-14.633	1	-19.3908	0	0
fold3_3022_ID1162.txt_41_133_134_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-6.16149	1	-14.502	1	-19.2159	0	0
fold3_3022_ID1162.txt_41_133_134_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-2.54171	1	-13.5929	1	-17.7037	0	0
fold1_216_ID1095.txt_26_44_44_das	orth: 11 omissions: of double consonants	3	Das	0	-1	-8905.31	1	-6.18405	1	-5.34695	1	-8.98431	0	0
fold1_216_ID1095.txt_26_44_44_das	orth: 11 omissions: of double consonants	3	die	0	-1	-8905.31	1	-6.15905	1	-5.39643	1	-9.06851	0	0
fold1_216_ID1095.txt_26_44_44_das	orth: 11 omissions: of double consonants	3	dem	0	-1	-8905.31	1	-6.10934	1	-5.26966	1	-8.91304	0	0
fold1_216_ID1095.txt_26_44_44_das	orth: 11 omissions: of double consonants	3	dafür	0	-1	-8905.31	1	-5.89757	1	-5.45298	1	-8.95565	0	0
fold1_216_ID1095.txt_26_44_44_das	orth: 11 omissions: of double consonants	3	a ds	0	1	-8906.65	-1	-5.39197	-1	-4.53492	-1	-8.06029	0	0
fold1_216_ID1095.txt_26_44_44_das	orth: 11 omissions: of double consonants	3	d as	0	1	-8906.38	-1	-5.39197	-1	-4.53492	-1	-8.06029	0	0
fold1_216_ID1095.txt_26_44_44_das	orth: 11 omissions: of double consonants	3	s da	0	1	-8905.8	-1	-5.39197	-1	-4.53492	-1	-8.06029	0	0
fold1_216_ID1095.txt_26_44_44_das	orth: 11 omissions: of double consonants	3	dass	1	1	-8905.53	1	-5.39197	1	-4.53492	1	-8.06029	0	0
fold1_216_ID1095.txt_26_44_44_das	orth: 11 omissions: of double consonants	3	da s	0	1	-8905.31	-1	-5.39197	-1	-4.53492	-1	-8.06029	0	0
fold9_1135_ID2982.txt_34_136_138_Erwachsen	orth: 03 cap instead of lcp	9	Erwachsenen	0	0	0.0	1	-11.2467	1	-7.03433	1	-9.5391	0	0
fold9_1135_ID2982.txt_34_136_138_Erwachsen	orth: 03 cap instead of lcp	9	erwachsenen	0	0	0.0	1	-11.1744	1	-6.96641	1	-9.47013	0	0
fold9_1135_ID2982.txt_34_136_138_Erwachsen	orth: 03 cap instead of lcp	9	erwachsene	0	0	0.0	1	-11.1276	1	-6.9721	1	-9.47016	0	0
fold9_1135_ID2982.txt_34_136_138_Erwachsen	orth: 03 cap instead of lcp	9	Erwachsene	0	0	0.0	1	-11.0166	1	-6.89068	1	-9.37281	0	0
fold9_1135_ID2982.txt_34_136_138_Erwachsen	orth: 03 cap instead of lcp	9	erwachsen	1	0	0.0	1	-103.755	1	-102.721	1	-103.903	0	0
fold5_125_ID1524.txt_21_23_23_Erwachsen werden	orth: 06 sep instead of tog: compounds	16	Erwachsenwerden	1	1	-5605.91	0	0.0	1	-3.74737	1	-3.90854	0	0
fold5_125_ID1524.txt_21_23_23_Erwachsen werden	orth: 06 sep instead of tog: compounds	16	erwachsen werden	0	-1	-5605.91	0	0.0	1	-2.82232	1	-3.17497	0	0
fold5_125_ID1524.txt_21_23_23_Erwachsen werden	orth: 06 sep instead of tog: compounds	16	Erwachsenen werden	0	-1	-5605.91	0	0.0	1	-3.21361	1	-3.69149	0	0
fold5_125_ID1524.txt_21_23_23_Erwachsen werden	orth: 06 sep instead of tog: compounds	16	erwachsenen werden	0	-1	-5605.91	0	0.0	1	-3.28629	1	-3.79795	0	0
fold5_125_ID1524.txt_21_23_23_Erwachsen werden	orth: 06 sep instead of tog: compounds	16	erwachsener werden	0	-1	-5605.91	0	0.0	1	-3.57084	1	-4.08122	0	0
fold8_3377_ID2494.txt_25_40_32_Schönste	orth: 03 cap instead of lcp	8	Schönste nach	0	-1	-14022.3	-1	-3.98178	-1	-7.40443	1	-7.61388	0	0
fold8_3377_ID2494.txt_25_40_32_Schönste	orth: 03 cap instead of lcp	8	Diese Zeit ist meiner nach Schönste	0	-1	-14022.3	-1	-3.98178	1	-7.94656	-1	-7.43185	0	0
fold8_3377_ID2494.txt_25_40_32_Schönste	orth: 03 cap instead of lcp	8	Diese Zeit ist meiner nach schönste	0	-1	-14022.3	-1	-3.98178	1	-7.88586	-1	-7.43185	0	0
