error_id	type	error_length	suggestion	is_correct	10_gram_is_suggested	10_gram_score	1_gram_is_suggested	1_gram_score	3_gram_is_suggested	3_gram_score	5_gram_is_suggested	5_gram_score	expected	spellcheker_suggested	spellcheker_score
fold6_2996_ID1841.txt_22_69_69_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	1	-9.24103	1	-14.849	1	-16.069	0	-100
fold6_2996_ID1841.txt_22_69_69_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-9.14135	1	-14.6846	1	-15.911	0	-100
fold6_2996_ID1841.txt_22_69_69_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-9.11973	1	-14.7109	1	-15.8326	0	-100
fold6_2996_ID1841.txt_22_69_69_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-9.01963	1	-14.5452	1	-15.7051	0	-100
fold6_2996_ID1841.txt_22_69_69_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-8.43102	1	-13.5843	1	-14.3078	0	-100
fold9_3128_ID2445.txt_23_24_24_das	orth: 11 omissions: of double consonants	3	der	0	0	0.0	1	-7.23961	1	-4.4661	1	-6.2567	0	-100
fold9_3128_ID2445.txt_23_24_24_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-7.09944	1	-4.31755	1	-6.09845	0	-100
fold9_3128_ID2445.txt_23_24_24_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-7.09426	1	-4.30908	1	-6.08389	0	-100
fold9_3128_ID2445.txt_23_24_24_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-7.04662	1	-4.27034	1	-6.04271	0	-100
fold9_3128_ID2445.txt_23_24_24_das	orth: 11 omissions: of double consonants	3	-das	0	1	-14105.0	0	0.0	0	0.0	0	0.0	0	-100
fold9_3128_ID2445.txt_23_24_24_das	orth: 11 omissions: of double consonants	3	er dass	0	1	-14104.9	0	0.0	0	0.0	0	0.0	0	-100
fold9_3128_ID2445.txt_23_24_24_das	orth: 11 omissions: of double consonants	3	dass	1	1	-14104.9	1	-2704.49	1	-3.81248	1	-5.48257	0	-100
fold9_3128_ID2445.txt_23_24_24_das	orth: 11 omissions: of double consonants	3	will man das	0	1	-14104.9	0	0.0	0	0.0	0	0.0	0	-100
fold9_3128_ID2445.txt_23_24_24_das	orth: 11 omissions: of double consonants	3	er das	0	1	-14104.8	0	0.0	0	0.0	0	0.0	0	-100
fold6_670_ID2543.txt_31_69_70_bescheid	orth: 02 lcp instead of cap: other cases	8	Bescheid	1	0	0.0	1	-7.76044	1	-12.0075	1	-13.0753	0	-100
fold6_670_ID2543.txt_31_69_70_bescheid	orth: 02 lcp instead of cap: other cases	8	beschied	0	0	0.0	1	-7.76044	1	-12.0075	1	-13.0753	1	2
fold6_670_ID2543.txt_31_69_70_bescheid	orth: 02 lcp instead of cap: other cases	8	bescheide	0	0	0.0	1	-7.76044	1	-12.0075	1	-13.0753	1	1
fold6_670_ID2543.txt_31_69_70_bescheid	orth: 02 lcp instead of cap: other cases	8	-bescheid	0	0	0.0	1	-7.76044	1	-12.0075	1	-13.0753	1	1
fold6_670_ID2543.txt_31_69_70_bescheid	orth: 02 lcp instead of cap: other cases	8	beschneide	0	0	0.0	1	-7.76044	1	-12.0075	1	-13.0753	1	2
fold6_670_ID2543.txt_31_69_70_bescheid	orth: 02 lcp instead of cap: other cases	8	, keiner weiß Bescheid	0	0	0.0	1	-110.082	1	-115.456	1	-117.116	0	-100
fold6_670_ID2543.txt_31_69_70_bescheid	orth: 02 lcp instead of cap: other cases	8	weiß Bescheid	0	0	0.0	1	-110.255	1	-115.397	1	-116.685	0	-100
fold6_670_ID2543.txt_31_69_70_bescheid	orth: 02 lcp instead of cap: other cases	8	Bescheid weiß	0	0	0.0	1	-110.405	1	-115.602	1	-117.054	0	-100
fold6_670_ID2543.txt_31_69_70_bescheid	orth: 02 lcp instead of cap: other cases	8	Essen , keiner weiß Bescheid	0	0	0.0	1	-110.493	1	-115.708	0	0.0	0	-100
fold6_670_ID2543.txt_31_69_70_bescheid	orth: 02 lcp instead of cap: other cases	8	, keiner Bescheid	0	0	0.0	0	0.0	0	0.0	1	-117.556	0	-100
fold5_4350_ID2472.txt_11_0_0_Es	corr: gender	2	er	0	0	0.0	0	0.0	1	-2209.04	1	-2208.8	0	-100
fold5_4350_ID2472.txt_11_0_0_Es	corr: gender	2	es	0	0	0.0	0	0.0	1	-2208.99	1	-2208.72	0	-100
fold5_4350_ID2472.txt_11_0_0_Es	corr: gender	2	sie	1	0	0.0	0	0.0	1	-2208.47	1	-2208.16	0	-100
fold7_553_ID2650.txt_32_17_17_so lange	orth: 07 sep instead of tog: other cases	8	so sich lange	0	0	0.0	0	0.0	1	-2807.42	1	-2807.74	0	-100
fold7_553_ID2650.txt_32_17_17_so lange	orth: 07 sep instead of tog: other cases	8	die so lange	0	0	0.0	0	0.0	1	-2807.3	1	-2807.59	0	-100
fold7_553_ID2650.txt_32_17_17_so lange	orth: 07 sep instead of tog: other cases	8	solange	1	0	0.0	0	0.0	1	-2806.88	1	-2807.07	0	-100
fold7_553_ID2650.txt_32_17_17_so lange	orth: 07 sep instead of tog: other cases	8	so solange	0	0	0.0	1	-2804.43	0	0.0	0	0.0	0	-100
fold7_553_ID2650.txt_32_17_17_so lange	orth: 07 sep instead of tog: other cases	8	so jahrelange	0	0	0.0	1	-2804.43	0	0.0	0	0.0	0	-100
fold7_553_ID2650.txt_32_17_17_so lange	orth: 07 sep instead of tog: other cases	8	so Solange	0	0	0.0	1	-2804.42	0	0.0	0	0.0	0	-100
fold7_553_ID2650.txt_32_17_17_so lange	orth: 07 sep instead of tog: other cases	8	ebenso lange	0	0	0.0	1	-2804.23	1	-2807.32	1	-2807.66	0	-100
fold7_553_ID2650.txt_32_17_17_so lange	orth: 07 sep instead of tog: other cases	8	So lange	0	0	0.0	1	-2804.18	1	-2807.26	1	-2807.58	0	-100
fold5_3157_ID2776.txt_8_51_51_zuzeigen	orth: 09 tog instead of sep: other cases	8	zeigen	0	0	0.0	1	-13.0	1	-4.65996	1	-4.43983	0	-100
fold5_3157_ID2776.txt_8_51_51_zuzeigen	orth: 09 tog instead of sep: other cases	8	anzuzeigen	0	1	-5106.61	0	0.0	1	-114.939	1	-114.098	1	2
fold5_3157_ID2776.txt_8_51_51_zuzeigen	orth: 09 tog instead of sep: other cases	8	zu-zeigen	0	1	-5106.61	0	0.0	1	-114.939	1	-114.098	1	1
fold5_3157_ID2776.txt_8_51_51_zuzeigen	orth: 09 tog instead of sep: other cases	8	zuzeiten	0	1	-5106.61	0	0.0	1	-114.939	1	-114.098	1	1
fold5_3157_ID2776.txt_8_51_51_zuzeigen	orth: 09 tog instead of sep: other cases	8	zuneigen	0	1	-5106.61	0	0.0	1	-114.939	1	-114.098	1	1
fold5_3157_ID2776.txt_8_51_51_zuzeigen	orth: 09 tog instead of sep: other cases	8	zu zeigen	1	1	-5106.61	0	0.0	1	-114.939	1	-114.098	0	-100
fold4_1240_ID2785.txt_45_200_199_dazu gehört	orth: 06 sep instead of tog: compounds	11	gehört dazu	0	0	0.0	0	0.0	0	0.0	1	-2908.24	0	-100
fold4_1240_ID2785.txt_45_200_199_dazu gehört	orth: 06 sep instead of tog: compounds	11	dazu dazugehört	0	0	0.0	0	0.0	1	-2912.21	0	0.0	0	-100
fold4_1240_ID2785.txt_45_200_199_dazu gehört	orth: 06 sep instead of tog: compounds	11	davon gehören	0	0	0.0	1	-2904.1	0	0.0	0	0.0	0	-100
fold4_1240_ID2785.txt_45_200_199_dazu gehört	orth: 06 sep instead of tog: compounds	11	darauf gehören	0	0	0.0	1	-2904.1	0	0.0	0	0.0	0	-100
fold4_1240_ID2785.txt_45_200_199_dazu gehört	orth: 06 sep instead of tog: compounds	11	davon gehört	0	0	0.0	1	-2903.97	1	-2912.21	0	0.0	0	-100
fold4_1240_ID2785.txt_45_200_199_dazu gehört	orth: 06 sep instead of tog: compounds	11	darauf gehört	0	0	0.0	1	-2903.97	1	-2912.21	0	0.0	0	-100
fold4_1240_ID2785.txt_45_200_199_dazu gehört	orth: 06 sep instead of tog: compounds	11	dazu gehören	0	0	0.0	1	-2903.67	1	-2911.6	1	-2907.93	0	-100
fold4_1240_ID2785.txt_45_200_199_dazu gehört	orth: 06 sep instead of tog: compounds	11	dazugehört	1	1	-18416.4	0	0.0	1	-6.03586	1	-4.62699	0	-100
fold6_1970_ID1529.txt_6_22_22_Enzenberger	orth: 28 Eigennamen	11	freudiges	0	0	0.0	1	-2513.53	1	-2523.4	1	-2523.3	0	-100
fold6_1970_ID1529.txt_6_22_22_Enzenberger	orth: 28 Eigennamen	11	Betzenberg	0	1	-8003.14	1	-2.64337	1	-5.33298	1	-6.24295	1	5
fold6_1970_ID1529.txt_6_22_22_Enzenberger	orth: 28 Eigennamen	11	Nienberger	0	1	-8003.14	1	-2.64337	1	-5.33298	1	-6.24295	1	3
fold6_1970_ID1529.txt_6_22_22_Enzenberger	orth: 28 Eigennamen	11	Münzenberg	0	1	-8003.14	1	-2.64337	1	-5.33298	1	-6.24295	1	4
fold6_1970_ID1529.txt_6_22_22_Enzenberger	orth: 28 Eigennamen	11	Babenberger	0	1	-8003.14	1	-2.64337	1	-5.33298	1	-6.24295	1	3
fold6_1970_ID1529.txt_6_22_22_Enzenberger	orth: 28 Eigennamen	11	Enzensberger	1	1	-8003.14	1	-2.64337	1	-5.33298	1	-6.24295	1	1
fold1_575_ID1130.txt_4_71_71_mus	orth: 11 omissions: of double consonants	3	muss	1	0	0.0	1	-1.31285	1	-1.76671	1	-3.25181	1	1
fold1_575_ID1130.txt_4_71_71_mus	orth: 11 omissions: of double consonants	3	er mus	0	1	-21409.3	0	0.0	0	0.0	0	0.0	0	-100
fold1_575_ID1130.txt_4_71_71_mus	orth: 11 omissions: of double consonants	3	us m	0	1	-21408.8	0	0.0	0	0.0	0	0.0	0	-100
fold1_575_ID1130.txt_4_71_71_mus	orth: 11 omissions: of double consonants	3	m us	0	1	-21408.6	0	0.0	0	0.0	0	0.0	0	-100
