error_id	type	error_length	suggestion	is_correct	10_gram_is_suggested	10_gram_score	1_gram_is_suggested	1_gram_score	3_gram_is_suggested	3_gram_score	5_gram_is_suggested	5_gram_score	spellcheker_suggested	spellcheker_score
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit Enzenberger	0	0	0.0	-1	-12.0	1	-9.52456	1	-8.81567	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit Enzenberger	0	0	0.0	-1	-12.0	1	-9.52456	1	-8.81567	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit Enzenberger	0	0	0.0	-1	-12.0	1	-9.52456	1	-8.81567	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit Enzenberger	0	1	0.0	-1	-12.0	1	-9.52456	1	-8.81567	1	0
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzenberger Jugendzeit	0	0	0.0	-1	-12.0	1	-9.17262	1	-8.4565	-1	5
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzenberger Jugendzeit	0	0	0.0	-1	-12.0	1	-9.17262	1	-8.4565	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzenberger Jugendzeit	0	0	0.0	-1	-12.0	1	-9.17262	1	-8.4565	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzenberger Jugendzeit	0	0	0.0	-1	-12.0	1	-9.17262	1	-8.4565	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzenberger Jugendzeit	0	1	0.0	-1	-12.0	1	-9.17262	1	-8.4565	1	0
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzensberger Jugendzeit	0	0	0.0	1	-12.0	1	-8.74479	1	-8.06657	-1	5
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzensberger Jugendzeit	0	0	0.0	1	-12.0	1	-8.74479	1	-8.06657	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzensberger Jugendzeit	0	0	0.0	1	-12.0	1	-8.74479	1	-8.06657	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzensberger Jugendzeit	0	0	0.0	1	-12.0	1	-8.74479	1	-8.06657	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzensberger Jugendzeit	0	1	0.0	1	-12.0	1	-8.74479	1	-8.06657	1	0
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9		0	0	0.0	1	-12.0	1	-8.64292	1	-8.04184	-1	5
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9		0	0	0.0	1	-12.0	1	-8.64292	1	-8.04184	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9		0	0	0.0	1	-12.0	1	-8.64292	1	-8.04184	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9		0	0	0.0	1	-12.0	1	-8.64292	1	-8.04184	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9		0	1	0.0	1	-12.0	1	-8.64292	1	-8.04184	1	0
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit Enzensberger	0	0	0.0	1	-12.0	1	-9.05724	1	-8.40473	-1	5
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit Enzensberger	0	0	0.0	1	-12.0	1	-9.05724	1	-8.40473	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit Enzensberger	0	0	0.0	1	-12.0	1	-9.05724	1	-8.40473	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit Enzensberger	0	0	0.0	1	-12.0	1	-9.05724	1	-8.40473	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit Enzensberger	0	1	0.0	1	-12.0	1	-9.05724	1	-8.40473	1	0
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzenberger	0	0	0.0	1	-12.0	-1	-5.99932	-1	-5.40902	-1	5
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzenberger	0	0	0.0	1	-12.0	-1	-5.99932	-1	-5.40902	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzenberger	0	0	0.0	1	-12.0	-1	-5.99932	-1	-5.40902	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzenberger	0	0	0.0	1	-12.0	-1	-5.99932	-1	-5.40902	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzenberger	0	1	0.0	1	-12.0	-1	-5.99932	-1	-5.40902	1	0
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzensberger	0	0	0.0	1	-12.0	-1	-5.99932	-1	-5.40902	-1	5
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzensberger	0	0	0.0	1	-12.0	-1	-5.99932	-1	-5.40902	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzensberger	0	0	0.0	1	-12.0	-1	-5.99932	-1	-5.40902	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzensberger	0	0	0.0	1	-12.0	-1	-5.99932	-1	-5.40902	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Enzensberger	0	1	0.0	1	-12.0	-1	-5.99932	-1	-5.40902	1	0
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit	1	0	0.0	1	-12.0	1	-5.99932	1	-5.40902	-1	5
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit	1	0	0.0	1	-12.0	1	-5.99932	1	-5.40902	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit	1	0	0.0	1	-12.0	1	-5.99932	1	-5.40902	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit	1	0	0.0	1	-12.0	1	-5.99932	1	-5.40902	-1	2
fold2_3333_ID1380.txt_5_57_56_Jugenzeit	orth: 14 omissions: of one grapheme	9	Jugendzeit	1	1	0.0	1	-12.0	1	-5.99932	1	-5.40902	1	0
fold2_4609_ID2010.txt_19_38_37_wichtigste	orth: 02 lcp instead of cap: other cases	10	das Wichtigste	0	0	0.0	0	0.0	1	-2217.66	1	-2215.48	0	0
fold2_4609_ID2010.txt_19_38_37_wichtigste	orth: 02 lcp instead of cap: other cases	10		0	0	0.0	0	0.0	1	-2217.59	1	-2215.33	0	0
fold2_4609_ID2010.txt_19_38_37_wichtigste	orth: 02 lcp instead of cap: other cases	10	die wichtigste	0	0	0.0	0	0.0	1	-2215.96	1	-2213.85	0	0
fold2_4609_ID2010.txt_19_38_37_wichtigste	orth: 02 lcp instead of cap: other cases	10	Wichtigste	1	0	0.0	0	0.0	1	-2214.96	1	-2212.79	0	0
